"Date","Open","High","Low","Close"
"14 Aug 2020","11511.40","11525.95","11269.40","11337.55"
"13 Aug 2020","11488.10","11512.65","11429.25","11458.90"
"12 Aug 2020","11441.05","11470.90","11389.70","11458.25"
"11 Aug 2020","11486.15","11531.50","11455.95","11471.25"
"10 Aug 2020","11426.30","11491.95","11401.55","11433.00"
"07 Aug 2020","11337.20","11377.15","11297.15","11361.40"
"06 Aug 2020","11329.50","11396.15","11278.15","11345.45"
"05 Aug 2020","11304.40","11368.40","11213.25","11248.40"
"04 Aug 2020","11113.65","11258.85","11074.05","11244.10"
"03 Aug 2020","11208.55","11208.95","11046.95","11056.00"
"31 Jul 2020","11269.25","11286.20","11177.10","11222.95"
"30 Jul 2020","11361.95","11403.95","11207.90","11231.30"
"29 Jul 2020","11369.55","11428.15","11258.80","11310.85"
"28 Jul 2020","11255.05","11404.50","11253.15","11388.40"
"27 Jul 2020","11328.90","11328.90","11188.25","11231.30"
"24 Jul 2020","11270.80","11326.95","11202.20","11297.75"
"23 Jul 2020","11255.60","11356.15","11225.45","11334.30"
"22 Jul 2020","11348.95","11355.00","11173.95","11249.45"
"21 Jul 2020","11261.30","11300.90","11244.65","11283.90"
"20 Jul 2020","11138.50","11174.35","11094.05","11159.45"
"17 Jul 2020","10895.50","11074.80","10893.15","11045.85"
"16 Jul 2020","10852.30","10893.80","10734.40","10879.90"
"15 Jul 2020","10859.30","10974.40","10730.80","10769.60"
"14 Jul 2020","10906.25","10911.00","10725.70","10768.60"
"13 Jul 2020","11001.05","11036.05","10902.45","10953.75"
"10 Jul 2020","10918.50","10975.80","10868.75","10919.70"
"09 Jul 2020","10918.85","10984.60","10898.85","10962.70"
"08 Jul 2020","10979.40","11006.85","10842.55","10870.95"
"07 Jul 2020","10958.50","10972.65","10847.30","10958.00"
"06 Jul 2020","10887.80","10963.80","10859.25","10919.25"
"03 Jul 2020","10780.65","10797.10","10732.45","10776.30"
"02 Jul 2020","10656.45","10757.80","10650.30","10716.10"
"01 Jul 2020","10511.90","10615.15","10482.35","10598.90"
"30 Jun 2020","10566.80","10587.10","10452.50","10486.90"
"29 Jun 2020","10506.70","10520.95","10414.50","10496.85"
"26 Jun 2020","10577.35","10607.05","10505.20","10570.95"
"25 Jun 2020","10431.05","10558.45","10392.70","10486.55"
"24 Jun 2020","10724.95","10753.60","10474.55","10499.90"
"23 Jun 2020","10534.95","10674.40","10491.50","10660.80"
"22 Jun 2020","10487.20","10568.75","10453.10","10494.35"
"19 Jun 2020","10289.00","10434.60","10246.75","10407.75"
"18 Jun 2020","10051.45","10276.90","10033.15","10258.15"
"17 Jun 2020","10060.15","10186.15","10020.95","10069.75"
"16 Jun 2020","10200.45","10230.60","9917.40","10097.35"
"15 Jun 2020","10113.40","10141.15","9924.10","10005.80"
"12 Jun 2020","9720.55","10180.80","9719.65","10158.30"
"11 Jun 2020","10271.65","10297.95","10066.60","10082.10"
"10 Jun 2020","10255.45","10322.10","10211.55","10291.70"
"09 Jun 2020","10367.75","10472.80","10202.70","10231.25"
"08 Jun 2020","10506.25","10506.30","10298.65","10346.70"
"05 Jun 2020","10265.70","10357.50","10213.85","10324.15"
"04 Jun 2020","10219.75","10293.35","10108.50","10198.00"
"03 Jun 2020","10266.90","10336.65","10194.05","10220.25"
"02 Jun 2020","10051.20","10153.85","9998.40","10139.75"
"01 Jun 2020","9900.70","10093.15","9882.70","9996.40"
"29 May 2020","9584.05","9777.10","9542.55","9759.45"
"28 May 2020","9519.70","9669.05","9492.75","9648.20"
"27 May 2020","9267.75","9488.35","9186.70","9471.60"
"26 May 2020","9284.35","9341.40","9187.80","9219.60"
"22 May 2020","9263.25","9344.05","9165.45","9226.80"
"21 May 2020","9265.75","9366.75","9243.80","9299.80"
"20 May 2020","9069.70","9276.60","9055.20","9249.15"
"19 May 2020","9140.95","9209.25","9036.05","9060.15"
"18 May 2020","9339.90","9340.00","8988.95","9004.40"
"15 May 2020","9371.90","9372.05","9240.95","9320.60"
"14 May 2020","9396.85","9465.85","9310.05","9333.10"
"13 May 2020","9752.35","9752.45","9518.80","9552.65"
"12 May 2020","9343.60","9415.05","9218.45","9372.25"
"11 May 2020","9505.95","9596.80","9393.45","9411.70"
"08 May 2020","9522.65","9528.35","9395.45","9408.65"
"07 May 2020","9394.25","9437.80","9335.50","9351.45"
"06 May 2020","9379.35","9489.25","9266.10","9428.55"
"05 May 2020","9591.70","9615.80","9344.55","9358.90"
"04 May 2020","9682.65","9683.25","9430.35","9454.05"
"30 Apr 2020","9906.05","10031.95","9883.55","10006.90"
"29 Apr 2020","9576.75","9754.15","9561.50","9710.70"
"28 Apr 2020","9570.60","9582.40","9434.15","9545.05"
"27 Apr 2020","9427.75","9544.20","9419.20","9462.15"
