date,open,high,low,close,adj_close,volume,symbol
2007-03-09,51.252399,55.473099,50.890598,51.6744,50.353775,290137892.0,IDEA
2007-03-12,52.578899,54.237099,51.794998,52.850201,51.499519,38738166.0,IDEA
2007-03-13,53.061298,54.990798999999996,51.945801,54.2672,52.880306000000004,46376399.0,IDEA
2007-03-14,52.458302,54.749598999999996,52.187,52.9105,51.558281,30761010.0,IDEA
2007-03-15,53.212002000000005,56.799702,53.212002000000005,55.201801,53.791027,56159370.0,IDEA
2007-03-16,55.3526,56.6791,55.051102,56.0158,54.584225,21513407.0,IDEA
2007-03-19,56.076099,56.769501,55.774601000000004,56.437901000000004,54.995532999999995,13269100.0,IDEA
2007-03-20,56.8298,57.5835,56.317299,56.5886,55.14238,9205108.0,IDEA
2007-03-21,56.8298,56.890099,55.865101,56.046001000000004,54.613651000000004,10174818.0,IDEA
2007-03-22,56.618801,58.487999,56.437901000000004,58.156399,56.670116,17174687.0,IDEA
2007-03-23,62.105801,62.105801,56.890099,57.131302000000005,55.671215000000004,11429453.0,IDEA
2007-03-26,57.643799,57.643799,55.653999,56.076099,54.642981999999996,8452506.0,IDEA
2007-03-28,56.076099,56.076099,54.2672,54.5084,53.115345,11291212.0,IDEA
2007-03-29,54.629002,60.1763,54.026001,57.975497999999995,56.493839,36071629.0,IDEA
2007-03-30,57.884997999999996,58.216702000000005,56.6791,57.040901,55.583121999999996,9933525.0,IDEA
2007-04-02,56.0158,56.437901000000004,54.870201,54.900299,53.497227,4779158.0,IDEA
2007-04-03,55.020901,56.257,55.020901,55.382702,53.967304000000006,4431229.0,IDEA
2007-04-04,56.0158,57.493099,55.533501,56.377602,54.936779,9602551.0,IDEA
2007-04-05,56.648899,57.3424,56.136398,57.191601,55.729973,6419537.0,IDEA
2007-04-09,57.4328,58.035801,57.282101000000004,57.5835,56.111858,6119973.0,IDEA
2007-04-10,57.704102,58.0961,56.739399,57.282101000000004,55.818160999999996,3899505.0,IDEA
2007-04-11,57.3424,59.030701,57.312199,58.126202,56.640693999999996,6254033.0,IDEA
2007-04-12,57.915199,59.784401,57.402599,59.211601,57.698349,14944985.0,IDEA
2007-04-13,59.392399,62.105801,59.392399,61.894798,60.312973,18241584.0,IDEA
2007-04-16,62.708801,64.728699,62.407299,63.130901,61.517483,17002192.0,IDEA
2007-04-17,63.402198999999996,63.9147,62.105801,62.437401,60.841708999999994,9661659.0,IDEA
2007-04-18,62.708801,63.6735,62.407299,62.738898999999996,61.135498,6834210.0,IDEA
2007-04-19,62.105801,63.5228,60.4175,62.6786,61.076744,13550268.0,IDEA
2007-04-20,63.0103,69.281097,63.0103,68.919403,67.158058,42361715.0,IDEA
2007-04-23,69.673103,72.235703,68.949501,69.311302,67.539932,20073036.0,IDEA
2007-04-24,68.497299,70.54740100000001,68.497299,69.10030400000001,67.334328,9475605.0,IDEA
2007-04-25,65.12069699999999,72.1754,65.12069699999999,70.909203,69.097,14781035.0,IDEA
2007-04-26,71.753304,72.50700400000001,69.823799,70.0952,68.303795,12552882.0,IDEA
2007-04-27,69.944397,70.456902,67.381798,67.834,66.100388,9746756.0,IDEA
2007-04-30,67.95459699999999,69.76349599999999,67.231003,68.8591,67.099289,7679915.0,IDEA
2007-05-03,69.3414,70.456902,69.3414,69.914299,68.12751800000001,6427702.0,IDEA
2007-05-04,69.944397,70.698097,68.195801,68.497299,66.746735,7973607.0,IDEA
2007-05-07,69.220802,69.311302,67.894302,68.075203,66.33543399999999,3356365.0,IDEA
2007-05-08,68.286201,69.884102,67.834,68.316399,66.57045699999999,7468084.0,IDEA
2007-05-09,68.436996,69.220802,68.0149,68.467102,66.717308,10259600.0,IDEA
2007-05-10,69.009804,70.426804,68.73850300000001,69.130402,67.363663,8430392.0,IDEA
2007-05-11,68.648003,68.949501,67.59279599999999,68.436996,66.68798100000001,5893066.0,IDEA
2007-05-14,68.8591,69.4319,68.557602,68.8591,67.099289,7309286.0,IDEA
2007-05-15,69.10030400000001,70.487099,68.497299,69.582603,67.804298,15163731.0,IDEA
2007-05-16,69.944397,70.306198,68.648003,69.009804,67.24614,7249749.0,IDEA
2007-05-17,69.823799,71.813599,69.371597,69.974503,68.186188,13082306.0,IDEA
2007-05-18,69.642899,70.607697,69.642899,69.823799,68.039345,5697578.0,IDEA
2007-05-21,70.426804,71.059898,69.492203,69.673103,67.892494,6275429.0,IDEA
2007-05-22,70.0952,70.788597,69.3414,69.793701,68.00999499999999,8647466.0,IDEA
2007-05-23,69.944397,73.110001,69.461998,71.632698,69.80201,29777226.0,IDEA
2007-05-24,72.11509699999999,74.557098,71.753304,72.95929699999999,71.094696,24993471.0,IDEA
2007-05-25,72.3563,76.21530200000001,71.21060200000001,75.883698,73.94435899999999,22108351.0,IDEA
2007-05-28,76.27559699999999,78.054298,75.793198,76.064499,74.120552,20633675.0,IDEA
2007-05-29,76.57710300000001,76.818298,74.798302,75.82330300000001,73.885506,7627246.0,IDEA
2007-05-30,75.974098,77.18,73.712997,74.074699,72.181595,10837792.0,IDEA
2007-05-31,75.974098,77.059402,74.888702,75.883698,73.94435899999999,11792037.0,IDEA
2007-06-01,76.9991,77.240303,75.160103,75.371101,73.44487,16438120.0,IDEA
2007-06-04,76.124802,76.335899,72.898903,73.320999,71.447151,13451754.0,IDEA
2007-06-05,73.562202,74.647598,73.079803,74.3461,72.44606,7017445.0,IDEA
2007-06-06,74.466698,75.220398,73.079803,73.532097,71.652855,9044888.0,IDEA
2007-06-07,72.95929699999999,74.104897,72.41660300000001,72.989403,71.124031,7409749.0,IDEA
2007-06-08,72.898903,72.898903,71.150299,71.361397,69.53763599999999,6249290.0,IDEA
2007-06-11,72.054802,72.567299,69.401703,69.673103,67.892494,5630769.0,IDEA
2007-06-12,70.0952,70.245903,66.628098,68.225899,66.482277,11169589.0,IDEA
2007-06-13,68.889198,68.889198,66.989899,67.442101,65.718506,8530669.0,IDEA
2007-06-14,68.497299,70.245903,67.442101,69.10030400000001,67.334328,14988599.0,IDEA
2007-06-15,70.456902,71.6026,69.461998,69.703201,67.92182199999999,12936325.0,IDEA
2007-06-18,70.245903,70.698097,69.371597,69.642899,67.863052,6491564.0,IDEA
2007-06-19,69.944397,71.089996,68.286201,70.306198,68.509407,4585342.0,IDEA
2007-06-20,71.5121,71.5121,69.190697,69.401703,67.62802099999999,6561309.0,IDEA
2007-06-21,69.944397,70.366501,69.461998,69.793701,68.00999499999999,6972260.0,IDEA
2007-06-22,69.793701,71.964302,69.733398,70.577499,68.77377299999999,13116644.0,IDEA
2007-06-25,70.54740100000001,71.391502,70.155403,70.818703,69.008804,4103030.0,IDEA
2007-06-26,71.391502,73.260696,66.326599,72.47689799999999,70.624626,8237077.0,IDEA
2007-06-27,72.47689799999999,74.376198,71.783501,72.47689799999999,70.624626,14093057.0,IDEA
2007-06-28,73.41149899999999,73.441597,71.361397,71.723198,69.890182,10335078.0,IDEA
2007-06-29,71.150299,76.637398,71.150299,75.069603,73.15106999999999,18480830.0,IDEA
2007-07-02,75.6726,76.5168,74.9189,75.220398,73.298012,6447976.0,IDEA
2007-07-03,75.521896,76.5168,74.104897,74.466698,72.563583,8867378.0,IDEA
2007-07-04,74.768204,75.491699,73.351196,73.5924,71.711617,5615982.0,IDEA
2007-07-05,74.406403,74.406403,71.451797,72.3563,70.507111,5420230.0,IDEA
2007-07-06,72.898903,73.079803,71.783501,72.054802,70.213326,4580526.0,IDEA
2007-07-09,72.718102,73.381302,71.873901,72.9291,71.06527700000001,3414189.0,IDEA
2007-07-10,73.351196,73.351196,71.5121,72.054802,70.213326,3042140.0,IDEA
2007-07-11,71.693001,72.718102,71.18049599999999,71.994499,70.154556,3750093.0,IDEA
2007-07-12,72.3563,73.984299,72.295998,72.95929699999999,71.094696,6581758.0,IDEA
2007-07-13,73.803398,74.165199,72.989403,73.14009899999999,71.27087399999999,4969627.0,IDEA
2007-07-16,73.562202,75.974098,73.381302,75.190201,73.268585,13379342.0,IDEA
2007-07-17,76.09470400000001,77.632301,75.43139599999999,77.029297,75.060684,29259979.0,IDEA
2007-07-18,76.878502,78.958801,76.4263,78.325699,76.323952,23215055.0,IDEA
2007-07-19,78.988899,79.772797,78.597,79.471298,77.440269,9220837.0,IDEA
2007-07-20,80.014,80.496399,76.878502,77.330803,75.354485,7432440.0,IDEA
2007-07-23,78.17489599999999,80.194901,76.57710300000001,79.98380300000001,77.93968199999999,9537102.0,IDEA
2007-07-24,80.285301,81.641998,79.01909599999999,80.858101,78.791641,21621177.0,IDEA
2007-07-25,81.09929699999999,81.09929699999999,78.386002,79.501503,77.46970400000001,8466576.0,IDEA
2007-07-26,80.134598,80.194901,78.536697,79.01909599999999,76.999626,8389055.0,IDEA
2007-07-27,77.18,77.662399,73.290901,75.521896,73.59180500000001,6717945.0,IDEA
2007-07-30,74.768204,77.149902,74.2556,75.883698,73.94435899999999,4957585.0,IDEA
2007-07-31,76.818298,78.6875,75.28070100000001,78.144798,76.147675,7934894.0,IDEA
2007-08-01,77.149902,77.149902,74.315903,74.768204,72.85736800000001,9543555.0,IDEA
2007-08-02,74.9189,75.913803,74.165199,74.677696,72.769188,3915193.0,IDEA
2007-08-03,75.069603,76.21530200000001,75.069603,75.702797,73.768089,3818334.0,IDEA
2007-08-06,75.73290300000001,75.73290300000001,72.95929699999999,74.315903,72.416641,4096975.0,IDEA
2007-08-07,74.768204,75.371101,74.135002,74.3461,72.44606,5997122.0,IDEA
2007-08-08,75.310799,76.5168,75.069603,75.7631,73.826851,4731688.0,IDEA
2007-08-09,76.456497,77.8433,74.768204,74.949097,73.03364599999999,6335513.0,IDEA
2007-08-10,74.165199,74.165199,70.336304,72.868797,71.006516,7693949.0,IDEA
2007-08-13,74.466698,75.341003,72.748199,73.170303,71.300308,3181548.0,IDEA
2007-08-14,73.260696,73.562202,72.446701,72.597504,70.74215699999999,6756272.0,IDEA
2007-08-16,67.743599,71.150299,67.743599,69.220802,67.451752,8065323.0,IDEA
2007-08-17,69.884102,69.884102,64.879501,66.899399,65.189667,12819561.0,IDEA
2007-08-20,71.029701,71.029701,68.195801,68.436996,66.68798100000001,5207067.0,IDEA
2007-08-21,68.8591,69.311302,65.150803,65.542702,63.867656999999994,5346596.0,IDEA
2007-08-22,65.783897,66.296402,63.160999,65.6633,63.985165,9258744.0,IDEA
2007-08-23,66.929604,68.73850300000001,64.66840400000001,67.442101,65.718506,12262182.0,IDEA
2007-08-24,66.6884,68.8591,66.6884,68.527397,66.776062,3910463.0,IDEA
2007-08-27,68.949501,70.8489,68.919403,70.63780200000001,68.832535,5763294.0,IDEA
2007-08-28,65.12069699999999,71.059898,65.12069699999999,70.396599,68.59749599999999,2218424.0,IDEA
2007-08-29,67.95459699999999,74.647598,67.95459699999999,72.295998,70.448357,8527692.0,IDEA
2007-08-30,73.200401,73.200401,71.150299,71.873901,70.037041,6769164.0,IDEA
2007-08-31,71.301102,74.768204,71.18049599999999,74.014503,72.12294,16023158.0,IDEA
2007-09-03,74.315903,74.888702,73.04969799999999,73.320999,71.447151,5487373.0,IDEA
2007-09-04,74.406403,75.039497,73.562202,73.7733,71.887901,3413958.0,IDEA
2007-09-05,74.165199,75.250504,73.290901,74.617401,72.710426,8481900.0,IDEA
2007-09-06,74.466698,74.557098,73.562202,73.803398,71.917221,10755017.0,IDEA
2007-09-07,73.41149899999999,75.190201,72.95929699999999,73.290901,71.417831,6330916.0,IDEA
2007-09-10,72.95929699999999,73.984299,71.813599,73.6828,71.799713,5309288.0,IDEA
2007-09-11,75.069603,75.913803,73.984299,74.285797,72.387299,6095088.0,IDEA
2007-09-12,74.496803,75.28070100000001,73.320999,73.532097,71.652855,4680771.0,IDEA
2007-09-13,74.104897,74.677696,73.5019,73.893898,72.005409,5216285.0,IDEA
2007-09-14,74.768204,75.341003,73.562202,73.803398,71.917221,5803437.0,IDEA
2007-09-17,73.803398,74.165199,71.813599,72.14520300000001,70.301407,5262313.0,IDEA
2007-09-18,72.3563,72.597504,71.391502,72.054802,70.213326,7084047.0,IDEA
2007-09-19,73.019501,74.285797,72.989403,73.5924,71.711617,4402329.0,IDEA
2007-09-20,73.622498,74.9189,73.260696,74.165199,72.26978299999999,4873347.0,IDEA
2007-09-21,74.466698,76.848396,73.984299,76.396202,74.443779,10293879.0,IDEA
2007-09-24,77.18,78.0242,75.913803,77.240303,75.266296,8365295.0,IDEA
2007-09-25,77.240303,78.295502,74.828499,75.552002,73.62114,4261202.0,IDEA
2007-09-26,75.974098,79.501503,75.552002,77.421204,75.442574,14140695.0,IDEA
2007-09-27,78.6875,79.531601,74.888702,75.82330300000001,73.885506,16009720.0,IDEA
2007-09-28,76.57710300000001,77.391098,75.250504,75.552002,73.62114,11700588.0,IDEA
2007-10-01,76.09470400000001,78.0242,75.73290300000001,76.93890400000001,74.972603,7847894.0,IDEA
2007-10-03,76.878502,78.386002,73.04969799999999,77.391098,75.41323100000001,13823680.0,IDEA
2007-10-04,77.18,80.43609599999999,76.034401,79.95369699999999,77.910347,19905187.0,IDEA
2007-10-05,80.43609599999999,83.028801,78.83820300000001,80.707397,78.64478299999999,22501740.0,IDEA
2007-10-08,81.400803,82.1847,76.27559699999999,79.501503,77.46970400000001,14669543.0,IDEA
2007-10-09,79.591904,81.943497,76.034401,81.73249799999999,79.643692,10430285.0,IDEA
2007-10-10,82.727303,87.128998,82.305298,85.6819,83.49215699999999,19029467.0,IDEA
2007-10-11,86.405502,87.43049599999999,84.626701,86.706902,84.490959,12451089.0,IDEA
2007-10-12,86.706902,89.1791,83.993599,86.284897,84.07974200000001,11904494.0,IDEA
2007-10-15,86.52600100000001,90.686501,86.224602,89.872498,87.575653,7234655.0,IDEA
2007-10-16,90.143898,96.957397,88.334999,94.786697,92.364265,16025828.0,IDEA
2007-10-17,84.41570300000001,94.907303,77.451401,94.032997,91.629829,12190668.0,IDEA
2007-10-18,95.26909599999999,97.0177,84.475998,88.003304,85.754227,10515557.0,IDEA
2007-10-19,93.158699,93.158699,83.20970200000001,84.566399,82.405167,20544842.0,IDEA
2007-10-22,85.320099,87.43049599999999,80.948601,83.330299,81.200661,5122595.0,IDEA
2007-10-23,86.164299,88.033501,84.475998,87.309898,85.07854499999999,3412829.0,IDEA
2007-10-24,89.239403,90.415199,87.490799,89.088699,86.811882,4138460.0,IDEA
2007-10-25,89.239403,93.460197,88.214401,91.862297,89.51460300000001,7092626.0,IDEA
2007-10-26,90.445396,92.7668,75.974098,83.481102,81.347595,31509659.0,IDEA
