"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 20, 2014","9,715.90","9,713.20","9,733.40","9,672.32","78.13M","-0.28%"
"Jan 17, 2014","9,742.96","9,718.20","9,789.89","9,709.14","131.10M","0.26%"
"Jan 16, 2014","9,717.71","9,742.21","9,747.37","9,702.97","87.81M","-0.17%"
"Jan 15, 2014","9,733.81","9,590.57","9,747.40","9,582.10","120.10M","2.03%"
"Jan 14, 2014","9,540.51","9,391.46","9,540.51","9,381.94","104.78M","0.32%"
"Jan 13, 2014","9,510.17","9,497.92","9,519.30","9,457.31","85.79M","0.39%"
"Jan 10, 2014","9,473.24","9,473.87","9,529.70","9,441.25","96.13M","0.55%"
"Jan 09, 2014","9,421.61","9,492.24","9,549.50","9,402.80","98.92M","-0.80%"
"Jan 08, 2014","9,497.84","9,512.79","9,516.26","9,467.95","90.14M","-0.09%"
"Jan 07, 2014","9,506.20","9,446.25","9,518.72","9,416.86","79.95M","0.83%"
"Jan 06, 2014","9,428.00","9,419.44","9,468.80","9,399.81","53.65M","-0.08%"
"Jan 03, 2014","9,435.15","9,409.66","9,453.48","9,367.99","58.77M","0.37%"
"Jan 02, 2014","9,400.04","9,598.25","9,620.93","9,394.21","90.96M","-1.59%"
"Dec 30, 2013","9,552.16","9,586.53","9,594.35","9,552.16","35.98M","-0.39%"
"Dec 27, 2013","9,589.39","9,558.55","9,589.39","9,548.89","51.39M","1.06%"
"Dec 23, 2013","9,488.82","9,436.49","9,488.82","9,427.54","48.37M","0.94%"
"Dec 20, 2013","9,400.18","9,371.08","9,413.09","9,352.98","161.69M","0.69%"
"Dec 19, 2013","9,335.74","9,279.68","9,351.90","9,257.24","98.28M","1.68%"
"Dec 18, 2013","9,181.75","9,145.35","9,190.73","9,122.05","82.34M","1.06%"
"Dec 17, 2013","9,085.12","9,142.75","9,161.80","9,085.12","72.21M","-0.86%"
"Dec 16, 2013","9,163.56","9,004.62","9,187.78","8,997.75","99.11M","1.74%"
"Dec 13, 2013","9,006.46","9,016.78","9,046.63","8,990.58","67.76M","-0.12%"
